,Building Information,,,,,,,,Events Information,,,,,Ordinate  Intensity Measures,,,,,,Spectral Intensity Measures ,,,,,,Building Response,,,,Building Frequency ,,Average spectral values,,,Duration of Strong Motion,,,,,,,,,,,,,,,
Network,Building ID,B_Lat.,B_Long.,Soil info.,Vs30,Height,No. of story,Typology,Event Date,E_Lat.,E_Long.,Magnitude,Epicentral distance (R),PGA,PGV,PGD,AI,DP,CAV,SA1,SV1,SD1,SA2,SV2,SD2,Drift,PTA,PTV,PTD,F1,F2,Avg_Sa,Avg_Sv,Avg_Sd,Effective,Bracketed 1 [0.05g],Uniform [0.05g],Bracketed [0.1g],Uniform [0.1g],Bracketed [0.15g],Uniform [0.15g],Bracketed [0.2g],Uniform [0.2g],Significant_a1 [(5-75)%],Significant_a2 [(5-95)%],Significant_v1 [(5-75)%],Significant_v2 [(5-95)%],Significant_d1 [(5-75)%],Significant_d2 [(5-95)%],ZX
,,[degree],[degree],Unnamed: 4_level_2,[m/s2],[cm],Unnamed: 7_level_2,Unnamed: 8_level_2,Unnamed: 9_level_2,[degree],[degree],[Mw],[km],[cm/s2],[cm/s],[cm],[cm/s],[cm*s],[cm/s],[cm/s2],[cm/s],[cm],[cm/s2],[cm/s],[cm],[cm/cm],[cm/s2],[cm/s],[cm],Hz,Hz,[cm/s2],[cm/s],[cm],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec],[sec]
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199811292152_ANX_BFE_180_1',37.1717,141.2117,4.2,153.9,0.95308260920381,0.0334515270151499,0.00328157061820881,0.00136833063748878,0.0000103465454630531,4.43286538431758,0.605558045982882,0.0582673444635941,0.00508456890526962,0.600560004662977,0.0582191128800023,0.00517937940097926,-0.236974677564113,1.61532433003918,0.0785366683810483,0.0156298389194956,1.72323880488083,1.68505337270864,0.60305902532293,0.0582432286717982,0.00513197415312444,0,0,0,0,0,0,0,0,0,9.19,25.73,18.58,41.11,32.63,58.09,5.73114267596661
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199812030515_ANX_BFE_180_1',35.6267,140.035,4.2,56.3,0.826047090726001,0.0502433121084518,0.00541468872544232,0.00199234914712875,0.0000194117594178142,6.63395793730288,1.19400525732374,0.11202455515843,0.00967128040828604,1.12858179593977,0.129102090786421,0.0133514041532091,-0.226314113765391,3.02720643565405,0.200305410937806,0.0260722211532551,1.7649846008055,1.4419397942419,1.17083018964936,0.122582401408907,0.0116495982884403,0,0,0,0,0,0,0,0,0,17.51,40.32,24.01,52.38,33.37,56.07,8.62968895799186
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199812050115_ANX_BFE_180_1',36.055,139.9267,3.7,15.7,2.49311244115577,0.139605279044064,0.0158659690821541,0.00519279475424785,0.0000260372477295101,7.37741282158118,3.64472833390273,0.306479834436459,0.0226016420151706,2.15102341935812,0.244062238209343,0.0219267720551575,-0.225856729912423,5.20326157363402,0.330160142626383,0.0301532186289742,2.01222500914496,1.56544359962833,2.85518084636366,0.27289512468987,0.0225761908582865,0,0,0,0,0,0,0,0,0,6.1,18.03,10.49,25.13,14.37,38.75,6.87583750826976
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199812120403_ANX_BFE_180_1',36.1917,140.025,2.9,7.9,0.589351678930268,0.00994663757614185,0.00122679437076235,0.000146040148728724,0.000000203141028762903,1.30164910665016,0.125468000977867,0.0143948332647906,0.000902099574105163,0.100933463481676,0.01415684392311,0.000855405294693002,-0.246093374383707,1.40318084388179,0.0241755530643084,0.00660952410296098,1.8387314439946,1.68956259639087,0.112128769502007,0.0141928869825174,0.000873705681889127,0,0,0,0,0,0,0,0,0,9.41,20,20.99,44.45,49.83,68.83,5.49349158219918
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199812172149_ANX_BFE_180_1',36.0533,141.385,5.1,118.2,2.39018848864248,0.249079460567794,0.040628494888808,0.0254080304947384,0.000656936265896103,25.9805157689232,5.47534584120007,0.480099151766276,0.0459858627208559,6.10821054579979,0.570663737340104,0.0624877394347437,-0.187393032196125,8.42174951103514,0.807965402491899,0.0910303646247613,1.73448595453137,1.55636264239476,5.83694075742719,0.53121531850432,0.0544410241760934,0,0,0,0,0,0,0,0,0,24.13,47.75,24.43,47.03,27.83,48.87,17.4395183280207
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199812181027_ANX_BFE_180_1',36.375,141.0717,4,93.5,0.573673111106529,0.023676506518476,0.00238799076717444,0.000812261966047525,0.00000453608722116401,3.75550084533035,0.789382027019784,0.0710305889058343,0.00590796486637572,0.645978938057001,0.0733074442882736,0.00538332091682175,-0.241973500237016,1.27313421386751,0.0839922886240235,0.00790869744783708,1.82019045001801,1.7291099995954,0.725845697012311,0.0732202664228499,0.00572054153125535,0,0,0,0,0,0,0,0,0,12.29,29.6,19.81,42.37,55.81,59.61,6.51833324426059
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199812221923_ANX_BFE_180_1',36.0467,140.5183,4.2,41.1,0.91440266587685,0.0710333126041336,0.0078569054698881,0.00323511445539831,0.0000334180131901665,7.76219898661276,1.85753078136713,0.17052845138439,0.0150639875359601,2.01968538565031,0.194002578249242,0.0181135586033842,-0.23308997384547,3.12390073822858,0.214847984519043,0.0198561826750995,1.74721629945511,1.65381711314693,1.96177580351195,0.183753402324483,0.0167733465579368,0,0,0,0,0,0,0,0,0,13.97,33.17,17.22,39.91,18.51,64.63,7.37399103541732
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199901020120_ANX_BFE_180_1',36.23,141.7117,5.1,147.4,1.16712497633864,0.152629646761995,0.0299100325891193,0.00574277110119082,0.000352032028814429,12.0408243791229,2.5182607914752,0.214815244630527,0.0183333606409446,3.63227152150903,0.404075726803551,0.0483990484473238,-0.229371395072664,3.07781400986627,0.294248567249238,0.0472475323788328,1.85634554719728,1.37466414101362,2.69435040754047,0.269160282016697,0.0281784930161072,0,0,0,0,0,0,0,0,0,25.51,54.28,32.8,59.03,42.19,65.63,8.44809160289104
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199901020708_ANX_BFE_180_1',36.2217,141.6333,4.5,140.4,0.754452578796683,0.0728692724462083,0.0124656884259789,0.00194293938125454,0.0000441326195417716,6.47668485406101,1.69729771292238,0.123770698570631,0.0114533293410983,2.20123759403206,0.201583431206337,0.0204472288957076,-0.216524759823543,1.90691273593567,0.159277590278762,0.0219067528368413,1.92039106145251,1.6418298579199,1.83689797342524,0.149510759034224,0.014827455320261,0,0,0,0,0,0,0,0,0,20.07,39.11,22.28,42.95,35.4,65.12,7.29203986868243
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199901141347_ANX_BFE_180_1',36.6467,141.5533,4.6,144.3,0.845388849985787,0.0839746602283316,0.0155459669981042,0.00325710546529567,0.0000761869652089922,8.49530468164797,1.76542470831038,0.138189367372102,0.0138271085219927,2.328068342772,0.234274298936875,0.0253056282847425,-0.231418811509229,2.46027602332042,0.224841633265121,0.0297458349577569,1.77687809266757,1.51489886157288,2.10335809956817,0.199613213082803,0.0196826440982723,0,0,0,0,0,0,0,0,0,21.54,39.31,24.98,46.82,25.08,51.14,9.61570848502735
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199901161541_ANX_BFE_180_1',36.6683,141.4133,4.4,133.9,1.7514002922226,0.0894341418601326,0.0092374125731226,0.00616687934640315,0.000108439434478019,10.1731957375705,2.66052808711297,0.212874320197811,0.0179279332114151,2.34792467477959,0.274045238176504,0.0294513614767412,-0.214114646364824,3.91615289634375,0.322340807901153,0.0274151138926025,1.92747654998856,1.41749021746931,2.3919504883136,0.234695739455715,0.0227852064021026,0,0,0,0,0,0,0,0,0,14.31,28.66,20.43,37.11,24.02,43.79,6.8024099767665
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199901240417_ANX_BFE_180_1',33.7317,138.575,4.9,299.8,0.538329484981202,0.0328202848637269,0.00473927339296734,0.00105666879625259,0.00000960836349477881,4.59733140400521,0.58332679329751,0.0588096175605094,0.00419867756303704,0.719132652539485,0.0846002599814769,0.00926034884125922,-0.234135801459415,1.31987152210284,0.0968444314119667,0.0129722611824849,1.84912915629948,1.38358543172804,0.610944014986709,0.0643118796540081,0.00623266715769392,0,0,0,0,0,0,0,0,0,15.07,39.48,27.92,54.69,59.09,61.69,7.65085943816606
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199902010151_ANX_BFE_180_1',37.1233,141.5283,5.2,170.3,1.64464752882794,0.162896780149046,0.0260166434661844,0.0130388573336052,0.000339200242809708,20.0264311066102,2.93291467676469,0.254197224745474,0.0205076096054614,3.50086979034544,0.366147684171905,0.0369977539420304,-0.221304754203117,4.75547085317812,0.413014183460671,0.0465120297560421,1.8959020254357,1.5321668814162,3.3004001331427,0.315577088184923,0.0288923104878851,0,0,0,0,0,0,0,0,0,28.3,57.66,33.49,63.62,30.46,70.5,17.022734034623
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199902070827_ANX_BFE_180_1',36.1767,140.8583,3.8,70.6,0.590557475004262,0.0272952718868443,0.00258979245353745,0.000537314993970587,0.00000271033922417046,2.93701789088525,0.823091183118862,0.0818980852249798,0.00713146330940345,0.823091183118862,0.0818980852249798,0.00713146330940345,-0.242482828962167,1.40127350882021,0.116368257511957,0.01094412432541,1.70245857574756,1.68446418717623,0.823091183118862,0.0818980852249798,0.00713146330940345,0,0,0,0,0,0,0,0,0,11.09,25.92,14.75,35.98,30.94,54,5.66531984782057
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199903041729_ANX_BFE_180_1',36.1217,139.46,3.4,55.1,1.04002992743305,0.0737340414066101,0.00463579815896923,0.000909286858285004,0.00000326820147581576,2.886108920037,1.16059563818915,0.128991673698946,0.0090246067791227,0.895314349686805,0.114065042425367,0.00871691658566976,-0.234877001525218,2.5050077376208,0.171232321659357,0.0123745249045035,1.78867566927268,1.59372137925613,1.00686131018901,0.121825219408532,0.00874290859899121,0,0,0,0,0,0,0,0,0,4.45,16.89,9.28,22.29,60.29,64.86,3.78088051902872
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199903081058_ANX_BFE_180_1',36.2367,140.1117,3.8,12,0.796154450193448,0.0338277738656781,0.00490588695130476,0.00124615716298005,0.00000535837533127674,4.57034301143901,0.902555883561484,0.0770701257168581,0.00631454115397851,0.772330009018402,0.0727171240713872,0.00740616026415543,-0.231018154416529,1.91526476603416,0.118731047216751,0.021760646554199,1.87965549348231,1.61797683098111,0.813620742749703,0.0738076610493827,0.00666836212184664,0,0,0,0,0,0,0,0,0,12.67,29.53,20.47,39.33,23.2,50.28,6.15413486668777
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199903151121_ANX_BFE_180_1',36.045,139.9317,2.6,16,0.441550137178664,0.0129635516161899,0.0011878481455328,0.000119500750944292,0.000000194764205654099,1.25138347656791,0.177561037138305,0.0202378453342072,0.00113599873786519,0.127070543068801,0.0200814822560182,0.00115987900072362,-0.248877296090181,0.59763990187279,0.0214925061536094,0.002662939481023,1.9497801434853,1.63415444751083,0.150020987924469,0.0199160078628291,0.0011461715266904,0,0,0,0,0,0,0,0,0,5.55,30.22,19.33,56.08,60.49,65.21,5.01942237192951
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199903191933_ANX_BFE_180_1',36.375,140.9917,3.9,86.7,0.710600180171567,0.0373265151053234,0.00317893156398345,0.00084289501778935,0.00000507727362018802,3.85864219766915,0.983667307619663,0.0896932491185008,0.00735870475839972,0.813096322988335,0.0906537173491259,0.00731105550278022,-0.239916729868106,1.67511430961368,0.102875244029222,0.00906356201009064,1.82316491897045,1.67301203397128,0.896061297327743,0.0912250866725608,0.00732688354610198,0,0,0,0,0,0,0,0,0,12,32.27,16.68,39.2,25.25,51.24,6.85151810662899
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199903260831_ANX_BFE_180_1',36.4467,140.6183,5,60.1,24.2554672879419,1.4082750850711,0.118398088035235,0.565891996621731,0.00817322422838971,83.4520007652407,22.9112301047905,2.46533906855403,0.163949652225139,20.3361486889669,2.27761163969632,0.167510076066634,0.11275769079051,45.6258020012851,3.30943446593377,0.227491655662098,1.85560053981107,1.72617118796507,21.6259736920734,2.37391712394589,0.166109083367652,0,9.11,4.33,4.08,1.72,2.04,0.725,0.31,0.22,6.98,19.96,14.23,31.45,15.57,43.05,8.61553723748607
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199903272053_ANX_BFE_180_1',36.1333,139.9967,3.4,7,0.72034264295897,0.020859153283395,0.00156284829881392,0.000727258952238732,0.00000252320900117056,3.23436969871827,0.591498141639118,0.0539530623517085,0.0041067174308731,0.471532992784801,0.0495746840545525,0.00556265131939073,-0.244826231847467,1.42920054806647,0.0594127260218954,0.00603501629471321,1.89554909416238,1.44849190323079,0.454314430675013,0.0477041044591959,0.00421322870446144,0,0,0,0,0,0,0,0,0,10.34,22.39,16.05,34.95,44.96,60.49,8.46877776766458
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199904072312_ANX_BFE_180_1',35.885,140.5067,3.3,47.7,0.538347898087109,0.0211480052056403,0.00174890274149233,0.00022456018548758,0.000000728748872218274,1.67201356643697,0.371135208547346,0.0311574131766717,0.00238014133508527,0.231161083754833,0.032133446016259,0.00228459909237804,-0.243815626678938,0.963400995625662,0.0347645007216719,0.00680504376693619,1.95530726256983,1.58634089556625,0.279091450942126,0.0299181725385996,0.00220858322845443,0,0,0,0,0,0,0,0,0,6.07,19.75,15.55,44.89,51.52,63.16,4.45908810566336
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199904082210_ANX_BFE_180_1',43.5483,130.99,7.1,1130.7,1.1872888636013,0.126328134375291,0.0222569608580032,0.00819522358430475,0.000664674767093516,15.5447392185349,2.21861448791289,0.186899640477303,0.0167496392086851,4.15517557119097,0.466569559121186,0.053806948993179,-0.157410002816366,4.27778643583616,0.371284256266202,0.0680409316476829,1.81347150259067,1.39222028888415,3.16602053217207,0.310594842901544,0.0331756615962479,0,0,0,0,0,0,0,0,0,31.83,60.38,35.6,66.3,52.26,73.5,14.1857443668797
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199904190349_ANX_BFE_180_1',36.9733,141.0133,3.6,125.7,0.385827073921091,0.0125273642391424,0.00152965247353651,0.000182549711414308,0.000000430402372066512,1.55000807677292,0.191753518170882,0.0216614377840475,0.00154828171295263,0.210784155711561,0.0226486823316401,0.00188857902405528,-0.24782711591433,0.864781869654309,0.0304482255051028,0.00322922902907769,1.75,1.66240772622444,0.200570887047657,0.0222239702433098,0.00170955876462496,0,0,0,0,0,0,0,0,0,7.11,21.65,22.53,45.71,46.61,67.87,4.86423810827505
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199904251813_ANX_BFE_180_1',35.52,140.2983,4.2,71,0.948910245270229,0.0622914880123655,0.00562229833262429,0.00279671679441967,0.0000319419900767003,7.59483260765385,1.41163789258213,0.144035927191107,0.0131007481893139,1.687482422999,0.172017424121408,0.0172648431115475,-0.229351581103694,2.91105842353949,0.193744516114731,0.016615342680287,1.65,1.57459521783515,1.53190516464328,0.157387867367256,0.0149734150629104,0,0,0,0,0,0,0,0,0,18.66,36.55,23.09,42.79,28.82,52.87,8.56772899189689
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199904252127_ANX_BFE_180_1',36.4517,140.625,5.2,60.9,22.15745811122,1.43741377903193,0.158103365894904,0.550597726535945,0.00776428825310454,88.250620589118,22.866583403652,2.57015537805946,0.189989691745592,23.0131591889875,2.69406694782318,0.258570201976637,0.0210590189459291,44.2838957877166,3.72492496203904,0.281217404996177,1.72627080521817,1.50148559005052,22.4146282488193,2.52352746851276,0.218159490290346,0,6.54,4.26,1.92,0.219999999999999,1.665,0.56,0.29,0.175,8.04,22.03,15.71,29.68,15.63,36.89,9.81429123652363
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199905041642_ANX_BFE_180_1',36.055,140.4283,3.8,33,1.30166747517645,0.0455967610204251,0.00390821413744667,0.00202506349154504,0.00000473603412170013,4.44033966239776,1.56339994494522,0.142553270932214,0.0109040413778041,0.94708663593986,0.0916469204335857,0.00846457033416916,-0.238345609910764,2.16967743194809,0.121715532557647,0.00982063575473479,1.90114068441065,1.67382588248526,1.15673923653903,0.109952900248596,0.00904851523612914,0,0,0,0,0,0,0,0,0,5.93,13.58,8.94,24.25,55.05,63.43,6.2295964755371
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199905130259_ANX_BFE_180_1',42.965,143.875,6.3,826.5,2.21543737287819,0.245279753859266,0.0492846883261963,0.0193181819968825,0.00112803547507916,22.2909268592011,6.22206113156534,0.54023848416846,0.0578578267902535,6.46504158784763,0.643627381037006,0.0792518160727166,-0.204221337007537,6.32397803920879,0.626511487261608,0.0921015590730649,1.64013506994694,1.42506020298377,6.34036971201283,0.590358646254362,0.0682939206879252,0,0,0,0,0,0,0,0,0,23.72,52.59,31.94,61.97,42.03,68.74,13.4375470648854
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199906060632_ANX_BFE_180_1',36.0483,139.895,3,18.5,0.49840862260995,0.0246826222208693,0.00182724429749742,0.000324185465455616,0.000000747401572882462,1.90991065480307,0.454210029417243,0.0441623553561836,0.00282467812815773,0.388092252277355,0.0379713734345576,0.00321640914016541,-0.248423353825143,0.987674369104161,0.0432174928044213,0.0042397854699665,1.99452389738398,1.71676109792656,0.42168867889825,0.0406407138363396,0.00303854658427329,0,0,0,0,0,0,0,0,0,6.84,16.48,10.45,28.76,41.03,54.28,4.21129405472415
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199906090140_ANX_BFE_180_1',36.0633,139.885,3.5,18.5,1.4806486696455,0.0645862468106389,0.00643388982233498,0.00167015835969393,0.00000662042984700124,4.18142115578516,0.949240194650494,0.110286004319731,0.00850916342320399,0.871613378200978,0.109874234840508,0.00860843130219664,-0.240891508767629,2.35744754593661,0.136974852974965,0.0118139533514601,1.66244822825587,1.58990456380644,0.910330690093852,0.110044612099069,0.00856419294218943,0,0,0,0,0,0,0,0,0,7.68,16.21,10.99,22.27,16.91,41.77,4.7246087013899
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199906120743_ANX_BFE_180_1',37.44,141.9417,4.8,221,0.953870196074333,0.0705587538212828,0.0135211152488812,0.0034996898265051,0.000070493181440771,8.39247771739349,1.45212506285253,0.131589287255903,0.00976478324575138,1.42774499439891,0.261053715605983,0.0506231847091307,-0.241391071859423,2.56776025041124,0.140587224828449,0.0167980662664383,1.9082182158745,0.841627866835922,1.22073675950587,0.170252280692147,0.0255283154216561,0,0,0,0,0,0,0,0,0,13.74,36.34,15.31,47.76,16.59,55.23,7.94149764392927
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199906130620_ANX_BFE_180_1',36.085,139.8567,3.4,20.2,2.19979736276281,0.0394672472388223,0.00293356188846554,0.00158897714241284,0.0000040195931003581,3.66855787140072,0.535274112346511,0.063693840979664,0.00410198357108651,0.470671085327699,0.0627103786467226,0.0039992420017178,-0.246403237270657,3.93067167471595,0.0806918915044945,0.00565816844535384,1.78371728919705,1.69762442289372,0.502166755571822,0.0632019951563722,0.0040491164061841,0,0,0,0,0,0,0,0,0,8.81,16.15,6.81,24.72,54.39,70.28,5.31934168097667
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199906191545_ANX_BFE_180_1',36.0717,139.9,2.8,17,0.428477714634526,0.0130648229944011,0.00517823576141684,0.000125348492768704,0.000000397550061740802,1.36337331466886,0.158307425163118,0.0196437521742804,0.00120638242995537,0.157857085537768,0.0202601077103076,0.00135523406685105,-0.247022855489648,1.00277307848805,0.0291406467236408,0.00492872708797797,1.77042351307568,1.68208351369932,0.157647332422292,0.0198973226583455,0.0012798256463075,0,0,0,0,0,0,0,0,0,12.74,31.38,41.68,58.37,43.58,59.51,5.04045247646916
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199906271950_ANX_BFE_180_1',36.1,139.7867,4.1,26,2.95117733739523,0.124260914470997,0.00931507738065281,0.0097236190193003,0.0000535618052058015,10.5278753948897,2.12096550404093,0.253124164321384,0.0163558422706913,1.43840010881946,0.220611290528342,0.014319052420007,-0.223038351507208,6.49439679773988,0.260406488668405,0.0188951875904424,1.79937022042285,1.57348089623279,1.79182165218413,0.228412856919454,0.015644564866022,0,0,0,0,0,0,0,0,0,10.36,22.23,10.33,27.15,38.89,69.36,6.70222255247538
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199907150756_ANX_BFE_180_1',35.9317,140.4433,5,40,3.76757682659945,0.332082963768652,0.0473785578713825,0.0513853008049859,0.000899901614550988,34.0130071140281,6.80721072579907,0.578093656506054,0.0531247293053448,7.79973360836193,0.845851978567562,0.0844788397383486,-0.0715909912008465,11.7728558333862,1.01868783131535,0.124108316756516,1.77687809266757,1.51145633869897,7.55438274758637,0.761719054041667,0.0706309729900234,0,0,0,0,0,0,0,0,0,16.38,37.11,22.22,47.66,22.45,49.85,14.0266909970232
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199907230653_ANX_BFE_180_1',36.0383,141.1917,4.6,101,1.43789189011192,0.148394750981762,0.0162379386790707,0.00788204380795918,0.000156268886105414,13.3281715791548,3.32577683240419,0.269681573495231,0.0215861241376059,3.27133042172981,0.360695868868073,0.0333986849229837,-0.181542673993801,5.64104308878568,0.492858885038744,0.0512292666408435,1.97820421701019,1.57453691871736,3.62021317947669,0.327768942135345,0.0301033615630069,0,0,0,0,0,0,0,0,0,19.55,41.04,19.97,44.14,22.28,50.22,12.3315509441716
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199907241623_ANX_BFE_180_1',36.3083,140.03,3.3,20,0.300685675877416,0.0144654983826423,0.00163386287789353,0.000185092907019559,0.00000049774312443574,1.66712682535386,0.238021484417352,0.0269098466774255,0.0019060487535949,0.206597749777824,0.0254947430567393,0.00183375332128344,-0.249916162288706,0.764865142550382,0.0359627803295841,0.00368650767905479,1.75459255770137,1.66903965891395,0.221117353820193,0.0261219631986803,0.00186240732935263,0,0,0,0,0,0,0,0,0,16.03,29.31,16.82,41.96,54.19,61.95,4.96287917207814
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199908090042_ANX_BFE_180_1',36.1033,140.0267,3.4,5.4,0.356585273916824,0.0172468280487698,0.00135481033510729,0.000309102490516795,0.0000010187323771833,2.06415296033163,0.252199826678098,0.0323027565889372,0.00203441295017571,0.207655192566337,0.0281824030488304,0.00258428853851665,-0.243507882286883,0.815963706833557,0.0457088700102376,0.00749027741900119,1.75575933795571,1.41344241047016,0.23685382911498,0.0288675860025455,0.00240241718840209,0,0,0,0,0,0,0,0,0,11.87,24.36,14.34,36.59,57.68,62.91,7.99596668117644
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199908090639_ANX_BFE_180_1',35.8633,139.9483,4.4,32,3.60193922673485,0.270774598850633,0.0205104321483577,0.0173721380399501,0.000220485027102139,14.6374820086908,6.65051931033235,0.579245084899364,0.051846643621627,5.29943068478891,0.568540549222321,0.0507458957964495,-0.191357851986802,8.58110000404129,0.675858037179433,0.0658452223461754,1.78271388330506,1.62248189379191,5.98627463294955,0.578377909062254,0.0516654616582392,0,0,0,0,0,0,0,0,0,8.67,20.58,10.28,24.84,15.32,45.64,4.86526427144838
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199910062235_ANX_BFE_180_1',36.0417,140.1067,3.9,10.6,0.426099642655221,0.0163613977382273,0.00188086464003762,0.000268300411802156,0.000000870695854173729,2.00251081001936,0.352260878789537,0.0426183834951672,0.00294211514505477,0.38223153059047,0.0401438451750276,0.00390513123444399,-0.245435243242099,1.19746099147765,0.0724026671647652,0.00860154778103073,1.73846874268321,1.55572560811926,0.356573385528459,0.0400321289409861,0.00330880871193541,0,0,0,0,0,0,0,0,0,8.64,25.8,19.11,46.17,58.11,60.87,5.31350109956572
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199910161714_ANX_BFE_180_1',36.4583,141.5367,5.2,136.1,1.47264887965813,0.223021632526957,0.0625965753807046,0.0112404001167223,0.00030815189892686,18.0915220328452,3.00786768588645,0.274943571373315,0.0307860076810318,4.29935911238079,0.564673051179722,0.0741394966890714,-0.205097444053019,3.33855960172269,0.35414665805889,0.0744036075824208,1.57380607814761,1.20196980244219,3.3051527163334,0.369738264112344,0.0455596885234263,0,0,0,0,0,0,0,0,0,30.46,55.72,24.68,49.26,14.66,48.48,16.9714618662869
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199910171828_ANX_BFE_180_1',36.6333,139.4267,3.7,80.4,2.02243141146994,0.0983476324605815,0.00717755111730134,0.00210664704703189,0.0000128791272329508,4.12161666286219,2.23012598338896,0.201742367530893,0.0132316446433808,1.32658543753381,0.172114366149137,0.0117365152825236,-0.233602242159583,4.0541785290204,0.218125564654229,0.015773926994815,2.048,1.65666197575907,1.75170988251585,0.187417656301977,0.0125782872590712,0,0,0,0,0,0,0,0,0,3.37,11.24,3.88,14.97,35.69,62.52,3.37565858882254
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199910192216_ANX_BFE_180_1',36.455,141.5033,4.8,133.1,0.691236260953849,0.0834333951481395,0.0193669203642301,0.00373800498295175,0.0000699969908164926,9.61923645855196,1.93709090853566,0.14888692358892,0.0130723453868308,2.03175752348085,0.197058865031037,0.0201901387515041,-0.194846603157522,2.96600934825637,0.256234088847028,0.0676321695302215,1.93820874797501,1.57958318124013,1.900905787252,0.166779580971278,0.015800783371695,0,0,0,0,0,0,0,0,0,30.98,44.16,27.36,44.28,27.71,49.37,15.1788930885288
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199912101055_ANX_BFE_180_1',36.07,140.085,3.7,7,0.91441203122384,0.0421345719506734,0.00426626972784445,0.00100650556184109,0.00000397364456644317,3.69583992342635,0.660390431361092,0.0679497385524338,0.00594413422383064,0.57465028163106,0.0621896901643901,0.00567153711621319,-0.239587057429489,1.71029492627395,0.0963785019382459,0.00828811009638818,1.66825548141087,1.57736928775257,0.62640322382266,0.0645322101663976,0.00589517089048751,0,0,0,0,0,0,0,0,0,9.77,25.19,19.48,38.8,50.49,52.89,4.65806387552168
,,36.132,140.073,Sandy clay and clayey sand,200,3400,8,SRC,'199912162125_ANX_BFE_180_1',35.9917,139.915,3.4,21.1,0.786153637749295,0.0277213236800695,0.00186686539894291,0.000478664711597638,0.00000121098680315,2.08760571706975,0.760965018257794,0.0593069451508478,0.00364580695173989,0.328793874550864,0.0462691399148912,0.00325425555980182,-0.247216493064678,1.44824879773248,0.0613406731697315,0.00458542898744687,2.25,1.55327219147725,0.492978323634193,0.0537215356043499,0.00338987153966271,0,0,0,0,0,0,0,0,0,4.71,13.35,7.32,23.28,32.89,46.03,3.40143151970416
